ID,SITIO,BAIRRO,REGIONAL,MACROZONA,MICROZONA,SCN,STATUS,FINALIDADE,ENDERECO,VIA_SENTIDO,DESCRICAO,DATA_ATIVACAO,DATA_DESATIVACAO,FISCALIZACAO,FAIXAS_VIA,FXSTRAFDIR,FAIXAS_FIS,TEMCONTAGE,INFVELOCID,LONG,LAT
163,1385165,Aldeota,SR 2,Corredor,Aldeota Oeste,00164:H,Inativo,Fiscalização,Av. Santos Dumont x Av. Rui Barbosa [O-L],Av. Santos Dumont [O-L],Cruzamento,20130703,20201211,Misto,2,2,2,S,S,"-38,508514","-3,732927"
327,1385246,Aldeota,SR 2,Zona Aldeota,Aldeota Leste,00174:H,Inativo,Fiscalização,"Av. Santos Dumont, 2484 [O-L]",Av. Santos Dumont [O-L],Meio de quadra,20140815,20190806,Não-metrológico,4,1,1,S,N,"-38,502774","-3,734858"
626,1385136,Aldeota,SR 2,,,00069:H,Inativo,Fiscalização,Av. Santos Dumont x Av. Desembargador Moreira [O-L],Av. Santos Dumont [O-L],Cruzamento,20130812,20140427,Misto,2,2,3,S,S,"-38,498605","-3,736176"
625,1385137,Aldeota,SR 2,,,00069:E,Inativo,Fiscalização,Av. Desembargador Moreira x Av. Santos Dumont [N-S],Av. Desembargador Moreira [N-S],Cruzamento,20130813,20140427,Misto,2,2,3,S,S,"-38,498369","-3,73605"
326,1385247,Aldeota,SR 2,Zona Aldeota,Aldeota Leste,00317:D,Inativo,Fiscalização,"Av. Santos Dumont, 2626 [O-L]",Av. Santos Dumont [O-L],Meio de quadra,20140815,20190806,Não-metrológico,4,1,1,S,N,"-38,501806","-3,735167"
325,1385248,Aldeota,SR 2,Zona Aldeota,Aldeota Leste,00317:D,Ativo,Fiscalização,"Av. Santos Dumont, 2742 [O-L]",Av. Santos Dumont [O-L],Meio de quadra,20140901,,Não-metrológico,4,1,1,S,N,"-38,500803","-3,735494"
107,1385146,Aldeota,SR 2,Zona Aldeota,Aldeota Leste,00130:H,Inativo,Fiscalização,Av. Dom Luís x Av. Senador Virgílio Távora [O-L],Av. Dom Luís [O-L],Cruzamento,20130326,20140424,Misto,2,2,3,S,S,"-38,492644","-3,734834"
351,1385242,Aldeota,SR 2,Corredor,Aldeota Leste,00130:G,Inativo,Fiscalização,Av. Senador Virgílio Távora x Av. Dom Luís [S-N],Av. Sen. Virgílio Távora [S-N],Cruzamento,20150511,20170123,Misto,2,2,3,S,S,"-38,492518","-3,734947"
606,1385353,Aldeota,SR 2,ALDEOTA,ALDEOTA SUL,00263:D,Inativo,Fiscalização,Rua Torres Câmara x Rua Tibúrcio Cavalcante [O-L],R. Torres Câmara [O-L],Cruzamento,20170322,20201211,Misto,2,2,2,S,S,"-38,50296","-3,736918"
719,1385420,Aldeota,SR 2,Zona Aldeota,Aldeota Leste,00069:H,Ativo,Fiscalização,Av. Santos Dumont x Av. Desembargador Moreira [O-L],Av. Santos Dumont [O-L],Cruzamento,20190425,,Misto,4,4,4,S,S,"-38,498478","-3,736198"
720,1385421,Aldeota,SR 2,Zona Aldeota,Aldeota Leste,00317:B,Inativo,Fiscalização,"Av. Santos Dumont, 2829 [O-L]",Av. Santos Dumont [O-L],Meio de quadra,20190619,20200901,Não-metrológico,4,1,1,S,N,"-38,498576","-3,736115"
722,1385424,Aldeota,SR 2,Zona Aldeota,Aldeota Leste,00069:H,Ativo,Fiscalização,"Av. Santos Dumont, 2874 [O-L]",Av. Santos Dumont [O-L],Meio de quadra,20190619,,Não-metrológico,4,1,1,S,N,"-38,498744","-3,736155"
528,AT226,Vicente Pinzón,SR 2,,,00041:F,Inativo,Fiscalização,"Rua Fausto Cabral, 1001 [L-O]",R. Fausto Cabral [L-O],Meio de quadra,20150922,20201211,Metrológico,2,2,2,S,S,"-38,472159","-3,734897"
155,FS108,Vicente Pinzón,SR 2,,,00041:F,Inativo,Fiscalização,"Av. Eng. Luís Vieira, 720 [L-O]",Av. Eng. Luís Vieira [L-O],Meio de quadra,20131122,20170123,Metrológico,1,1,1,S,S,"-38,468515","-3,733164"
668,1385381,Vicente Pinzón,SR 2,,,00041:F,Ativo,Fiscalização,"Av. César Cals, 940 [N-S]",Av. César Cals [N-S],Travessia de pedestres,20180829,,Não-metrológico,2,2,2,S,N,"-38,462016","-3,725794"
669,1385380,Vicente Pinzón,SR 2,,,00041:F,Ativo,Fiscalização,"Av. César Cals, 929 [S-N]",Av. César Cals [S-N],Travessia de pedestres,20180829,,Não-metrológico,2,2,2,S,N,"-38,461956","-3,725757"
426,1385309,Parquelândia,SR 3,,,00324:B,Ativo,Fiscalização,Av. Jovita Feitosa x Av. Humberto Monte [L-O],Av. Jovita Feitosa [L-O],Cruzamento,20150528,,Não-metrológico,2,1,2,S,N,"-38,566393","-3,741886"
297,AT216,Parquelândia,SR 3,,,00127:B,Inativo,Fiscalização,"Av. Jovita Feitosa, 2444 [L-O]",Av. Jovita Feitosa [L-O],Meio de quadra,20141014,20170123,Metrológico,2,2,2,S,S,"-38,559473","-3,740421"
191,1385052,Parquelândia,SR 3,,,00630:F,Ativo,Fiscalização,"Av. Bezerra de Menezes, 1820 - Oposto [O-L]",Av. Bezerra de Menezes [O-L],Travessia de pedestres,20130729,,Misto,4,4,4,S,S,"-38,560973","-3,735021"
723,AT237,Parquelândia,SR 3,,,00301:B,Ativo,Fiscalização,"Av. Jovita Feitosa, 1066 [L-O]",Av. Jovita Feitosa [L-O],Meio de quadra,20191125,,Metrológico,2,2,2,S,S,"-38,552844","-3,739093"
3,FS027,De Lourdes,SR 2,,,00268:F,Inativo,Fiscalização,"Av. Santos Dumont, 17m após a Rua Alfredo Barreira Filho [O-L]",Av. Santos Dumont [O-L],Meio de quadra,20130124,20201211,Metrológico,2,2,2,S,S,"-38,462445","-3,747875"
6,FS028,De Lourdes,SR 2,,,00268:F,Inativo,Fiscalização,Av. Santos Dumont x Rua Antônio Gomes Guimarães [L-O],Av. Santos Dumont [L-O],Meio de quadra,20130124,20201211,Metrológico,2,2,2,S,S,"-38,461523","-3,748065"
124,AT200,Amadeu Furtado,SR 3,,,00120:G,Ativo,Fiscalização,"Av. Eng. Humberto Monte, 1410 [L-O]",Av. Eng. Humberto Monte [L-O],Meio de quadra,20130910,,Metrológico,3,2,2,S,S,"-38,561371","-3,747916"
296,AT217,Amadeu Furtado,SR 3,,,00302:H,Ativo,Fiscalização,"Av. Jovita Feitosa, 2535 [O-L]",Av. Jovita Feitosa [O-L],Meio de quadra,20141014,,Metrológico,2,2,2,S,S,"-38,559904","-3,74059"
724,AT238,Amadeu Furtado,SR 3,,,00146:H,Ativo,Fiscalização,"Av. Jovita Feitosa, 1081 [O-L]",Av. Jovita Feitosa [O-L],Meio de quadra,20191125,,Metrológico,2,2,2,S,S,"-38,55356","-3,739296"
729,1385438,Henrique Jorge,SR 11,,,00149:D,Inativo,Fiscalização,Av. Porto Velho x Rua Prof. Heribaldo Costa [L-O],Av. Porto Velho [L-O],Cruzamento,20200123,20201211,Não-metrológico,2,2,2,S,N,"-38,586859","-3,765996"
573,AT228,João XXIII,SR 11,,,00149:C,Inativo,Fiscalização,"Rua Vitória, 1720 [N-S]",R. Vitória [N-S],Meio de quadra,20160427,20170123,Metrológico,3,3,3,S,S,"-38,589993","-3,767931"
642,AT019,João XXIII,SR 11,,,00149:C,Inativo,Fiscalização,"Rua Vitória, 1720 [N-S]",R. Vitória [N-S],Travessia de pedestres,20130508,20160318,Metrológico,2,2,2,S,S,"-38,589965","-3,767868"
728,1385439,João XXIII,SR 11,,,00149:D,Ativo,Fiscalização,Rua Prof. Heribaldo Costa x Av. Porto Velho [S-N],R. Prof. Heribaldo Costa [S-N],Cruzamento,20200123,,Misto,2,2,2,S,S,"-38,587023","-3,766074"
730,1385437,João XXIII,SR 11,,,00149:D,Inativo,Fiscalização,Av. Porto Velho x Rua Prof. Heribaldo Costa [O-L],Av. Porto Velho [O-L],Cruzamento,20200123,20201211,Não-metrológico,2,2,3,S,N,"-38,587082","-3,765981"
295,AT215,Autran Nunes,SR 11,,,00149:D,Inativo,Fiscalização,"Av. Sen. Fernandes Távora, 2191 [O-L]",Av. Sen. Fernandes Távora [O-L],Meio de quadra,20141014,20170123,Metrológico,2,2,2,S,S,"-38,59174","-3,757111"
335,1385223,Jóquei Clube,SR 11,,,00145:C,Ativo,Fiscalização,Av. Augusto dos Anjos x Rua Júlio Braga [N-S],Av. Augusto dos Anjos [N-S],Cruzamento,20141113,,Misto,2,2,2,S,S,"-38,576158","-3,776693"
182,1385006,Jóquei Clube,SR 11,,,00149:C,Inativo,Fiscalização,Av. Lineu Machado x Av. Senador Fernandes Távora [S-N],Av. Lineu Machado [S-N],Cruzamento,20130806,20160205,Misto,2,2,3,S,S,"-38,576553","-3,76532"
183,1385007,Jóquei Clube,SR 11,,,00149:A,Inativo,Fiscalização,Av. Lineu Machado x Av. Senador Fernandes Távora [N-S],Av. Lineu Machado [N-S],Cruzamento,20130806,20160205,Misto,2,2,3,S,S,"-38,576535","-3,765077"
241,1385046,Jóquei Clube,SR 11,,,00149:A,Inativo,Fiscalização,Av. Carneiro de Mendonça x Av. Lineu Machado [L-O],Av. Carneiro de Mendonça [L-O],Cruzamento,20140613,20160518,Não-metrológico,2,2,2,S,N,"-38,573851","-3,760521"
236,1385066,Jóquei Clube,SR 11,,,00035:G,Inativo,Fiscalização,Av. Américo Barreira x Av. Carneiro de Mendonça [S-N],Av. Américo Barreira [S-N],Cruzamento,20131121,20140819,Misto,3,3,4,S,S,"-38,566784","-3,764248"
112,AT090,Dom Lustosa,SR 11,,,00149:D,Ativo,Fiscalização,"Av. Sen. Fernandes Távora, 2100 [L-O]",Av. Sen. Fernandes Távora [L-O],Meio de quadra,20130520,,Metrológico,2,2,2,S,S,"-38,591307","-3,757267"
132,1385134,Dom Lustosa,SR 11,,,00151:C,Ativo,Fiscalização,"Av. Cel. Matos Dourado, 1349 [N-S]",Av. Coronel Matos Dourado [N-S],Travessia de pedestres,20130423,,Misto,3,3,3,S,S,"-38,5848","-3,748486"
133,1385178,Dom Lustosa,SR 11,,,00151:C,Ativo,Fiscalização,"Av. Cel. Matos Dourado, 1349 - Oposto [S-N]",Av. Coronel Matos Dourado [S-N],Travessia de pedestres,20130423,,Misto,3,3,3,S,S,"-38,584662","-3,74848"
139,AT008,Dom Lustosa,SR 11,,,00149:D,Inativo,Fiscalização,"Rua Cel. Matos Dourado, 355 [N-S]",R. Coronel Matos Dourado [N-S],Travessia de pedestres,20130516,20160204,Metrológico,2,2,2,S,S,"-38,583728","-3,756056"
529,1385327,Presidente Kennedy,SR 3,,,00413:L,Ativo,Fiscalização,"Av. Bezerra de Menezes, 2461 [O-L]",Av. Bezerra de Menezes [O-L],Travessia de pedestres,20150928,,Misto,4,4,4,S,S,"-38,566303","-3,736121"
459,1385328,Presidente Kennedy,SR 3,,,00413:J,Ativo,Fiscalização,"Av. Bezerra de Menezes, 2461 - Oposto [L-O]",Av. Bezerra de Menezes [L-O],Travessia de pedestres,20150928,,Misto,4,4,4,S,S,"-38,566355","-3,735959"
126,AT202,Presidente Kennedy,SR 3,,,00595:F,Inativo,Fiscalização,"Av. Parsifal Barroso, 400 [N-S]",Av. Parsifal Barroso [N-S],Meio de quadra,20130911,20160206,Metrológico,3,3,3,S,S,"-38,569205","-3,731078"
127,AT203,Presidente Kennedy,SR 3,,,00595:F,Inativo,Fiscalização,"Av. Parsifal Barroso, 400 - Oposto [S-N]",Av. Parsifal Barroso [S-N],Meio de quadra,20130911,20160206,Metrológico,3,3,3,S,S,"-38,56904","-3,731064"
290,AT218,Presidente Kennedy,SR 3,,,00017:A,Inativo,Fiscalização,"Av. Dr. Theberge, 2612 - Oposto [S-N]",Av. Dr. Theberge [S-N],Meio de quadra,20140922,20160323,Metrológico,3,3,3,S,S,"-38,568402","-3,72541"
14,AT037,Presidente Kennedy,SR 3,,,00056:C,Ativo,Fiscalização,"Av. Dr. Theberge, 2288 [N-S]",Av. Dr. Theberge [N-S],Meio de quadra,20130311,,Metrológico,3,3,3,S,S,"-38,568336","-3,724721"
104,1385131,Presidente Kennedy,SR 3,,,00017:A,Ativo,Fiscalização,Av. Olavo Bilac x Av. Bezerra de Menezes [N-S],Av. Olavo Bilac [N-S],Cruzamento,20130502,,Não-metrológico,2,2,2,S,N,"-38,564232","-3,735429"
617,1385018,Presidente Kennedy,SR 3,,,00413:L,Inativo,Fiscalização,"Av. Bezerra de Menezes, 2461 [O-L]",Av. Bezerra de Menezes [O-L],Travessia de pedestres,20130703,20141010,Misto,4,4,4,S,S,"-38,566415","-3,736143"
616,1385019,Presidente Kennedy,SR 3,,,00413:J,Inativo,Fiscalização,"Av. Bezerra de Menezes, 2461 - Oposto [L-O]",Av. Bezerra de Menezes [L-O],Travessia de pedestres,20130703,20141010,Misto,4,4,4,S,S,"-38,566207","-3,73593"
599,1385348,Pici,SR 11,,,00149:D,Ativo,Fiscalização,"Rua Cel. Matos Dourado, 34 metros após a Rua Prof. Heribaldo Costa [S-N]",Av. Coronel Matos Dourado [S-N],Travessia de pedestres,20170113,,Misto,3,3,3,S,S,"-38,58257","-3,753239"
618,1385133,Pici,SR 11,,,00149:D,Inativo,Fiscalização,Av. Cel. Matos Dourado - Defronte ao CSU [S-N],Av. Coronel Matos Dourado [S-N],Travessia de pedestres,20130708,20161130,Misto,3,3,3,S,S,"-38,582835","-3,752705"
172,1385043,Bonsucesso,SR 5,,,,Inativo,Fiscalização,Av. General Osório de Paiva x Av. Luiz Vieira [L-O],Av. Gen. Osório de Paiva [L-O],Cruzamento,20130716,20160207,Misto,3,3,3,S,S,"-38,588449","-3,790664"
84,AT011,Bonsucesso,SR 5,,,,Inativo,Fiscalização,"Av. General Osório de Paiva, 2948 [N-S]",Av. Gen. Osório de Paiva [N-S],Meio de quadra,20130322,20160901,Metrológico,3,2,2,S,S,"-38,586524","-3,788626"
427,AT224,Bonsucesso,SR 5,,,,Inativo,Fiscalização,"Rua Vital Brasil, 1404 [L-O]",R. Vital Brasil [L-O],Meio de quadra,20150902,20201211,Metrológico,2,2,2,S,S,"-38,593695","-3,779231"
437,1385322,Bonsucesso,SR 5,,,,Ativo,Fiscalização,Rua Verbena x Rua Vital Brasil [N-S],R. Verbena [N-S],Cruzamento,20151105,,Misto,2,2,2,S,S,"-38,588614","-3,780592"
438,1385323,Bonsucesso,SR 5,,,,Ativo,Fiscalização,Rua Anselmo Nogueira x Rua Emílio de Menezes [S-N],R. Anselmo Nogueira [S-N],Cruzamento,20160504,,Misto,2,2,2,S,S,"-38,587373","-3,781825"
428,AT225,Bonsucesso,SR 5,,,,Inativo,Fiscalização,"Rua Emilio de Menezes, 316 [O-L]",R. Emilio de Menezes [O-L],Meio de quadra,20150818,20201211,Metrológico,2,2,2,S,S,"-38,58457","-3,782563"
140,AT060,Bonsucesso,SR 5,,,00149:C,Inativo,Fiscalização,"Rua Diogo Correia, 1 [N-S]",R. Diogo Correia [N-S],Meio de quadra,20130520,20160204,Metrológico,2,2,2,S,S,"-38,58801","-3,775196"
678,1385391,Bonsucesso,SR 5,,,,Ativo,Fiscalização,Av. General Osório de Paixa x Rua Luiz Vieira [N-S],Av. Gen. Osório de Paixa [N-S],Cruzamento,20181211,,Não-metrológico,3,3,4,S,N,"-38,588531","-3,790727"
768,1385446,Bonsucesso,SR 5,,,,Ativo,Fiscalização,Av. Augusto dos Anjos x Rua Primeiro de Maio [N-S],Av. Augusto dos Anjos [N-S],Cruzamento,20200928,,Misto,1,1,1,S,S,"-38,582884","-3,784418"
93,AT087,Panamericano,SR 11,,,00333:A,Ativo,Fiscalização,"Av. Américo Barreira, 4959 - Oposto [L-O]",Av. Américo Barreira [L-O],Meio de quadra,20130603,,Metrológico,3,3,3,S,S,"-38,560894","-3,75726"
213,AT098,Padre Andrade,SR 3,,,00151:C,Inativo,Fiscalização,"Rua Cel. Matos Dourado, 351 [S-N]",R. Coronel Matos Dourado [S-N],Meio de quadra,20130522,20160819,Metrológico,4,2,2,S,S,"-38,585044","-3,741928"
143,AT080,Padre Andrade,SR 3,,,00151:C,Inativo,Fiscalização,"Rua Cel. Matos Dourado, 351 [S-N]",R. Coronel Matos Dourado [S-N],Meio de quadra,20130514,20170123,Metrológico,4,2,2,S,S,"-38,584999","-3,741925"
229,1385206,Padre Andrade,SR 3,,,00508:E,Ativo,Fiscalização,"Rua Demétrio Menezes, 3303 [S-N]",R. Demétrio Menezes [S-N],Travessia de pedestres,20130930,,Misto,2,2,2,S,S,"-38,584346","-3,732977"
189,1385048,Padre Andrade,SR 3,,,00151:C,Inativo,Fiscalização,Av. Demétrio Menezes x Av. Sargento Hermínio Sampaio [S-N],Av. Demétrio Menezes [S-N],Cruzamento,20130918,20201211,Não-metrológico,2,2,2,S,N,"-38,58424","-3,733952"
516,1385809,Padre Andrade,SR 3,,,00151:B,Inativo,Coleta de Dados,"Av. Sargento Hermínio Sampaio, próximo à Av. Demétrio de Menezes [O-L]",Av. Sarg. Hermínio Sampaio [O-L],Meio de quadra,,20170123,Não-metrológico,1,1,1,S,N,"-38,583602","-3,733449"
515,1385808,Padre Andrade,SR 3,,,00151:B,Inativo,Coleta de Dados,"Av. Sargento Hermínio Sampaio, próximo à Av. Demétrio de Menezes [L-O]",Av. Sarg. Hermínio Sampaio [L-O],Meio de quadra,,20170123,Não-metrológico,1,1,1,S,N,"-38,58352","-3,733349"
237,1385068,Demócrito Rocha,SR 11,,,00035:E,Inativo,Fiscalização,Av. Américo Barreira x Av. Carneiro de Mendonça [N-S],Av. Américo Barreira [N-S],Cruzamento,20131121,20160205,Misto,3,3,4,S,S,"-38,566759","-3,763976"
135,1385105,Demócrito Rocha,SR 11,,,00333:C,Ativo,Fiscalização,Av. José Bastos x Rua Ceará [S-N],Av. José Bastos [S-N],Cruzamento,20130711,,Misto,3,3,3,S,S,"-38,564089","-3,760111"
217,AT910,Couto Fernandes,SR 11,,,00328:E,Ativo,Fiscalização,"Av. João Pessoa, 6002 [N-S]",Av. João Pessoa [N-S],Meio de quadra,20140120,,Não-metrológico,1,1,1,S,N,"-38,558152","-3,763114"
521,1385814,Montese,SR 4,,,00569:B,Inativo,Coleta de Dados,"Av. Dos Expedicionários, entre Rua Raul Cabral e Rua Vicente Espíndola [N-S]",Av. dos Expedicionários [N-S],Meio de quadra,,20170123,Não-metrológico,2,2,2,S,N,"-38,542367","-3,768655"
220,AT207,Montese,SR 4,,,00328:E,Ativo,Fiscalização,"Av. João Pessoa, 5920 - Oposto [S-N]",Av. João Pessoa [S-N],Meio de quadra,20140120,,Metrológico,2,2,2,S,S,"-38,557779","-3,762351"
115,1385096,Montese,SR 4,,,00328:E,Ativo,Fiscalização,Av. João Pessoa x Rua Desembargador Praxedes [S-N],Av. João Pessoa [S-N],Cruzamento,20130408,,Misto,2,2,2,S,S,"-38,553544","-3,757013"
522,1385815,Vila União,SR 4,,,00569:B,Inativo,Coleta de Dados,"Av. Dos Expedicionários, entre Rua Raul Cabral e Rua Vicente Espíndola [S-N]",Av. dos Expedicionários [S-N],Meio de quadra,,20170123,Não-metrológico,2,2,2,S,N,"-38,542302","-3,768685"
517,1385811,Vila União,SR 4,,,00506:G,Inativo,Coleta de Dados,"Av. Luciano Carneiro , entre Rua Raul Cabral e Rua Vicente Espíndola [N-S]",Av. Luciano Carneiro [N-S],Meio de quadra,,20170123,Não-metrológico,2,2,2,S,N,"-38,53822","-3,769821"
518,1385810,Vila União,SR 4,,,00506:G,Inativo,Coleta de Dados,"Av. Luciano Carneiro , entre Rua Raul Cabral e Rua Vicente Espíndola [S-N]",Av. Luciano Carneiro [S-N],Meio de quadra,,20170123,Não-metrológico,2,2,2,S,N,"-38,538095","-3,769658"
501,FS126_C,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 84 m da Rua Barão do Rio Branco [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150406,,Não-metrológico,3,0,0,S,N,"-38,532143","-3,736464"
359,FS132,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 43 metros após Barão do Rio Branco [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150406,,Não-metrológico,3,2,2,S,N,"-38,531158","-3,736599"
502,FS132_C,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 918 [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150406,,Não-metrológico,3,0,0,S,N,"-38,531776","-3,736406"
505,FS133_C,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 25 metros da Rua Major Facundo [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20151006,,Não-metrológico,3,0,0,S,N,"-38,530659","-3,736768"
361,FS127,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 705 a 597 [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150415,,Não-metrológico,3,2,2,S,N,"-38,529984","-3,737166"
360,FS133,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 50m antes da Rua Floriano Peixoto [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20151006,,Não-metrológico,3,2,2,S,N,"-38,529917","-3,737009"
503,FS127_C,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 597 [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150415,,Não-metrológico,3,0,0,S,N,"-38,529154","-3,737393"
371,FS134_C,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 480 [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150422,,Não-metrológico,3,0,0,S,N,"-38,529082","-3,737232"
504,FS128_C,José Bonifácio,SR 4,,,00077:H,Ativo,Fiscalização,"Av. Domingos Olímpio, 391 [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150415,,Não-metrológico,3,0,0,S,N,"-38,527555","-3,73777"
394,FS128,José Bonifácio,SR 4,,,00179:D,Ativo,Fiscalização,"Av. Domingos Olímpio, 519 a 391 [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150415,,Não-metrológico,3,2,2,S,N,"-38,528334","-3,737559"
362,FS134,José Bonifácio,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 490 [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150422,,Não-metrológico,3,2,2,S,N,"-38,528244","-3,737419"
370,FS121_C,José Bonifácio,SR 4,,,00179:B,Ativo,Fiscalização,"Av. Domingos Olímpio, 41 metros da Rua Barão de Aratanha [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150406,,Não-metrológico,3,0,0,S,N,"-38,527675","-3,737559"
363,FS119,José Bonifácio,SR 4,,,00077:F,Ativo,Fiscalização,"Av. Domingos Olímpio, 247 a 185 [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150406,,Não-metrológico,3,2,2,S,N,"-38,52688","-3,737993"
364,FS121,José Bonifácio,SR 4,,,00077:F,Ativo,Fiscalização,"Av. Domingos Olímpio, 48 metros da Rua Jaime Benévolo [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150406,,Não-metrológico,3,2,2,S,N,"-38,526881","-3,737819"
369,FS119_C,José Bonifácio,SR 4,,,00077:F,Ativo,Fiscalização,"Av. Domingos Olímpio, 185 [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150406,,Não-metrológico,3,0,0,S,N,"-38,525893","-3,738311"
487,1385278,José Bonifácio,SR 4,,,00160:J,Ativo,Fiscalização,"Av. Domingos Olímpio, 32 - Oposto, entre Av. Aguanambi e Av. Visconde do Rio Branco [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150616,,Não-metrológico,3,1,1,S,N,"-38,524084","-3,738699"
698,1385397,José Bonifácio,SR 4,,,00203:E,Inativo,Fiscalização,"Av. Aguanambi, 500 - Oposto [N-S]",Av. Aguanambi [N-S],Meio de quadra,20190514,20201211,Não-metrológico,4,1,1,S,N,"-38,525978","-3,741592"
699,1385396,José Bonifácio,SR 4,,,00203:E,Inativo,Fiscalização,"Av. Aguanambi, 500 [S-N]",Av. Aguanambi [S-N],Meio de quadra,20190514,20201211,Não-metrológico,4,1,1,S,N,"-38,525764","-3,741356"
700,1385395,José Bonifácio,SR 4,,,00079:C,Inativo,Fiscalização,"Av. Aguanambi, 384 [N-S]",Av. Aguanambi [N-S],Meio de quadra,20191108,20201211,Não-metrológico,4,1,1,S,N,"-38,524995","-3,740263"
701,1385394,José Bonifácio,SR 4,,,00079:C,Inativo,Fiscalização,"Av. Aguanambi, 358 - Oposto [S-N]",Av. Aguanambi [S-N],Meio de quadra,20191108,20201211,Não-metrológico,4,1,1,S,N,"-38,524871","-3,740219"
228,AT206,Aeroporto,SR 4,,,00506:G,Inativo,Fiscalização,"Rua Via Láctea, 198 - Oposto [S-N]",R. Via Láctea [S-N],Meio de quadra,20130925,20170123,Metrológico,2,2,2,S,S,"-38,529332","-3,762573"
727,1385427,Aeroporto,SR 4,,,00168:A,Inativo,Fiscalização,Rampa Superior de Desembarque Aeroporto Pinto Martins [L-O],Rampa Superior de Desembarque Aeroporto Pinto Martins [L-O],Meio de quadra,20191003,20201211,Não-metrológico,2,2,2,S,N,"-38,537478","-3,780568"
395,FXE321,Benfica,SR 4,,,00465:C,Inativo,Fiscalização,"Av. da Universidade, 3480 - Oposto [S-N]",Av. da Universidade [S-N],Meio de quadra,20150115,20151201,Não-metrológico,3,1,1,S,N,"-38,543217","-3,745532"
291,1385234,Benfica,SR 4,,,00465:C,Inativo,Fiscalização,"Av. da Universidade, 3305 [S-N]",Av. da Universidade [S-N],Travessia de pedestres,20141126,20201211,Misto,3,3,3,S,S,"-38,542151","-3,744266"
396,FXE322,Benfica,SR 4,,,00465:C,Inativo,Fiscalização,"Av. da Universidade, 3265 [S-N]",Av. da Universidade [S-N],Meio de quadra,20150115,20151201,Não-metrológico,3,1,1,S,N,"-38,541922","-3,744055"
432,1385317,Benfica,SR 4,,,00627:B,Inativo,Fiscalização,Av. Eduardo Girão x Rua Júlio César [L-O],Av. Eduardo Girão [L-O],Cruzamento,20151215,20201211,Misto,2,1,2,S,S,"-38,540463","-3,747528"
431,1385316,Benfica,SR 4,,,00627:B,Inativo,Fiscalização,Av. Eduardo Girão x Rua Damasceno Girão [L-O],Av. Eduardo Girão [L-O],Cruzamento,20160321,20201211,Misto,2,1,2,S,S,"-38,539183","-3,749044"
164,1385186,Benfica,SR 4,,,00627:B,Ativo,Fiscalização,Av. dos Expedicionários x Av. Eduardo Girão [N-S],Av. dos Expedicionários [N-S],Cruzamento,20130711,,Misto,2,2,2,S,S,"-38,536827","-3,750415"
397,FXE323,Benfica,SR 4,,,00464:G,Inativo,Fiscalização,"Av. da Universidade, 3159 [S-N]",Av. da Universidade [S-N],Meio de quadra,20150115,20151201,Não-metrológico,3,1,1,S,N,"-38,541253","-3,743365"
398,FXE324,Benfica,SR 4,,,00464:G,Inativo,Fiscalização,"Av. da Universidade, 3057 [S-N]",Av. da Universidade [S-N],Meio de quadra,20150115,20151201,Não-metrológico,3,1,1,S,N,"-38,540599","-3,742657"
405,FXE134,Benfica,SR 4,,,00044:G,Inativo,Fiscalização,"Av. Carapinima, 2425 [S-N]",Av. Carapinima [S-N],Meio de quadra,20150629,20151201,Não-metrológico,2,1,1,S,N,"-38,541179","-3,741069"
412,FXE141,Benfica,SR 4,,,00044:G,Inativo,Fiscalização,"Av. Carapinima, 2380 [N-S]",Av. Carapinima [N-S],Meio de quadra,20150629,20151201,Não-metrológico,4,1,1,S,N,"-38,541105","-3,740783"
