;ITEM;TIPO;DISTRITO;INEP;UNIDADE ESCOLAR;ENDEREÇO;BAIRRO;CEP;lat;lon
146;219;CEI;III;_;CEI MURILO AGUIAR;RUA 24 DE OUTUBRO, 1063;GENIBAÚ;60534130;-3.7560489136611976;-38.603221683205646
147;226;CRP;III;_;CRECHE FAVO DE MEL;RUA DOUTOR ALMEIDA FILHO, 326;MONTE CASTELO;60320510;-3.722191969617999;-38.55957225952772
148;228;CRP;III;_;CRECHE APRISCO;RUA MONSENHOR FURTADO, 759;RODOLFO TEÓFILO;60430355;-3.7459215830802988;-38.548667275487794
149;229;CRP;III;_;CRECHE CRIANCA FELIZ;RUA PIO SARAIVA, 168;QUINTINO CUNHA;60352470;-3.736092998700698;-38.599931581108265
150;230;CRP;III;_;CRECHE ESTRELA DA MANHA;RUA CUIABÁ, 2265;HENRIQUE JORGE;60510182;-3.7614664720784705;-38.59349207256635
151;231;CRP;III;_;CRECHE GERALDA BERTINI;AV. MISTER HULL, 5437;ANTÔNIO BEZERRA;60356675;-3.740542462411618;-38.59311765262333
152;232;CRP;III;_;CRECHE MARIA DA HORA;AV. CEL. DE MATOS DOURADO, 397;HENRIQUE JORGE;60521063;-3.7565577247346753;-38.58351851106554
153;233;CRP;III;_;CRECHE NOVA VIDA;AV. GONÇALVES DIAS, 449;RODOLFO TEÓFILO;60431145;-3.743443414580375;-38.5546197782189
154;234;CRP;III;_;CRECHE PEQUENA BIA;RUA BARÃO DE COTEGIPE, 522;AUTRAN NUNES;60526730;-3.75242552173889;-38.59749064567896
155;235;CRP;III;_;CRECHE TIA EURICE;RUA ARACAJÚ, 1863;JOÃO XXIII;60525580;-3.767663191953885;-38.591384080338784
156;236;CRP;III;_;CRECHE TIA MARIQUINHA;RUA LORENA, 220;PICI;60440540;-3.750458000068518;-38.570287942268834
157;237;CRP;III;_;CRECHE ESPACO DA SABEDORIA;RUA TOMÁS CAVALCANTE, 72;AUTRAN NUNES;60526550;-3.750076305286371;-38.59521256332467
158;238;CRP;III;_;CRECHE SEMEANDO O SABER;RUA MAJOR CELESTINO, 1040;ANTÔNIO BEZERRA;60361030;-3.745167270697834;-38.5955519906253
159;239;CRP;III;_;CRECHE IRMAOS FIRMO;RUA 1096, 34;CONJUNTO CEARÁ II;60533230;-3.7725481592838115;-38.61699913392541
160;241;CRP;III;_;CRECHE SEMENTE DA LIBERDADE;RUA MESTRE ANDRÉ, 155;GENIBAÚ;60534440;-3.7499072705702767;-38.60041711290383
161;244;CRP;III;_;CRECHE CONSTRUINDO O SABER;RUA DESEMBARGADOR FELISMINO, 219;AUTRAN NUNES;60526760;-3.7502895560422624;-38.597013691450776
162;245;CRP;III;_;CRECHE TIA NINÔ;RUA PROFESSOR VIRGÍLIO MORAIS, 851;AUTRAN NUNES;60526720;-3.7565040284180267;-38.59745239477084
163;246;CRP;III;_;CRECHE NOSSA SENHORA DO LIBANO;RUA PASTOR SAMUEL MUNGUBA, 1431;RODOLFO TEÓFILO;60430372;-3.75066386491629;-38.55170721672548
164;247;CRP;III;_;CRECHE AQUARELA;RUA DIOGO CORREIA, 684;JOÃO XXIII;60525580;-3.768293203385237;-38.591191601344086
165;248;CRP;III;_;CRECHE CASARAO DA CRIANCA;RUA CEL. JOAQUIM FRANKLIN, 733;ANTÔNIO BEZERRA;60361130;-3.7435181998114717;-38.59332629048477
166;249;EMTP;IV;23264209;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;AV. ALBERTO CRAVEIRO, 1480C;BOA VISTA/CASTELÃO;60861212;-3.7930622970302332;-38.518608346705804
167;250;EMTP;IV;23071818;ESCOLA MUNICIPAL PROFESSOR JOAO HIPOLYTO DE AZEVEDO E SA;RUA 03, 88 (CONJUNTO NAPOLEÃO VIANA);DIAS MACÊDO;60860490;-3.7886130350026392;-38.52734949636338
168;251;EMTP;IV;23073748;ESCOLA MUNICIPAL PROFESSORA MARIA STELLA COCHRANE SANTIAGO;RUA ANTÔNIO FARIAS, 121;BOA VISTA/CASTELÃO;60861118;-3.799662092300527;-38.52847078636462
169;253;EMTP;IV;23065621;ESCOLA MUNICIPAL ARI DE SA CAVALCANTE;AV. H, 430;PREFEITO JOSÉ WALTER;60750070;-3.840833709667137;-38.55933620870358
170;258;EMTP;IV;23257679;ESCOLA MUNICIPAL GEISA FIRMO GONCALVES;RUA ZULEICA PONTES, 1260;PLANALTO AYRTON SENNA;60760425;-3.83198641841906;-38.56614658386567
171;259;EMTP;IV;23262605;ESCOLA MUNICIPAL HAROLDO JORGE BRAUN VIEIRA;AV. LAURO VIEIRA CHAVES, 55;AEROPORTO;60422700;-3.773442555226794;-38.52794714391211
172;260;EMTP;IV;23244976;ESCOLA MUNICIPAL IRMA GIULIANA GALLI;RUA ANTONIO BOTELHO, 715;SERRINHA;60741110;-3.783957181363698;-38.54985809242519
173;261;EMTP;IV;23186950;ESCOLA MUNICIPAL MADRE TERESA DE CALCUTA;RUA GUILHERME MOREIRA, 75;FÁTIMA;60040490;-3.7497547418182156;-38.52201827175033
174;262;EMTP;IV;23073870;ESCOLA MUNICIPAL GENERAL MANOEL CORDEIRO NETO;RUA JORGE ACÚRCIO, 900;VILA UNIÃO;60410802;-3.768518844421721;-38.53329833831104
175;263;EMTP;IV;23198486;ESCOLA MUNICIPAL MARCOS VALENTIM PEREIRA DE SOUZA;RUA FREIRE ALEMÃO, 91;SERRINHA;60742110;-3.782104160439157;-38.5426218678066
176;265;EMTP;IV;23073772;ESCOLA MUNICIPAL MARIA ZELIA CORREIA DE SOUZA;RUA ANTÔNIO PEREIRA, 1495;PLANALTO AYRTON SENNA;60766295;-3.8311788984707804;-38.570767858429576
177;266;EMTP;IV;23257520;ESCOLA MUNICIPAL MINHA VIDA MEUS AMORES;AV. D, 380 (2ª ETAPA);PREFEITO JOSÉ WALTER;60750030;-3.83082877135127;-38.555694614185185
178;267;EMTP;IV;23234172;ESCOLA MUNICIPAL MONTEIRO LOBATO;RUA 83, 181;PREFEITO JOSÉ WALTER;60751050;-3.832502399709952;-38.559184665009916
179;268;EMTP;IV;23069368;ESCOLA MUNICIPAL MOZART PINTO;RUA JORGE DUMAR, 2078;JARDIM AMÉRICA;60410426;-3.7541035665111324;-38.54005168793441
180;270;EMTP;IV;23071990;ESCOLA MUNICIPAL PAPA JOAO XXIII;RUA TREZE DE ABRIL, 545;VILA UNIÃO;60411055;-3.763534506120374;-38.53412015532725
181;273;EMTP;IV;23235365;ESCOLA MUNICIPAL PROFESSORA VANIA MARIA NEVES FACO BARROS;RUA 16, 30;PREFEITO JOSÉ WALTER;60750300;-3.8236622271774063;-38.555735323480036
182;274;EMTP;IV;23075074;ESCOLA MUNICIPAL PROJETO NASCENTE;RUA BETEL, 1715;DENDÊ;60714612;-3.7943877201407963;-38.55410474323514
183;275;EMTP;IV;23076798;ESCOLA MUNICIPAL RACHEL DE QUEIROZ*;AV. C, 559;PREFEITO JOSÉ WALTER;60750020;-3.829298295275647;-38.55697909304015
184;276;EMTP;IV;23184779;ESCOLA MUNICIPAL RAIMUNDO SOARES DE SOUZA;RUA COSTA FREIRE, 550;VILA PERI;60730135;-3.786229510635175;-38.57946365055488
185;278;EMTP;IV;23257334;ESCOLA MUNICIPAL TEREZA D ANA;RUA CORONEL DE QUEIROZ, 750;PLANALTO AYRTON SENNA;60760510;-3.83359893233462;-38.56854294400993
186;279;EMTP;IV;23078030;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSÉ MENELEU, 531;ITAPERI;60714040;-3.784807105243402;-38.56074121045284
187;280;EMTP;IV;23078413;ESCOLA MUNICIPAL VICENTE FIALHO;RUA IRMÃ BAZET, 193;MONTESE;60420670;-3.7606891767278525;-38.55522676752922
188;282;EMTP;IV;23078626;ESCOLA MUNICIPAL ZAIRA MONTEIRO GONDIM;RUA PEDRO AGUIAR, 315;ITAPERI;60714330;-3.7924847047768955;-38.54396786706672
189;283;EMTP;IV;23222964;ESCOLA MUNICIPAL HEITOR VILLA LOBOS;AV. NOVA FORTALEZA, 1635;PLANALTO AYRTON SENNA;60766680;-3.8380586296578456;-38.58062364508555
190;284;EMTP;IV;23080124;ESCOLA MUNICIPAL JORNALISTA DURVAL AIRES;RUA DO SOL, 522;PLANALTO AYRTON SENNA;60766160;-3.8352956260358724;-38.5779315860081
191;285;EMTP;IV;23213140;ESCOLA MUNICIPAL MARIA ROCHELLE DA SILVA;RUA DELMIRO JÚNIOR, 50;PLANALTO AYRTON SENNA;60766455;-3.838626662719374;-38.57840964143582
192;287;EMTI;IV;23324244;ESCOLA MUNICIPAL DE TEMPO INTEGRAL CAROLINO SUCUPIRA;RUA MUNDICA PAULA, 670;ITAOCA;60421410;-3.7726897564145925;-38.558624982278374
193;288;EMTI;IV;23259566;ESCOLA MUNICIPAL DE TEMPO INTEGRAL EDUCACAO BILINGUE FRANCISCO SUDERLAND BASTOS MOTA;AV. BERNARDO MANUEL, 9970A;DENDÊ;60761282;-3.805351995366915;-38.553789570513636
194;290;EMTI;IV;23070250;ESCOLA MUNICIPAL DE TEMPO INTEGRAL FILGUEIRAS LIMA;AV. DOS EXPEDICIONÁRIOS, 3910;JARDIM AMÉRICA;60410446;-3.7524544369824393;-38.53813471049483
195;292;EMTI;IV;23275006;ESCOLA MUNICIPAL DE TEMPO INTEGRAL LEONEL DE MOURA BRIZOLA;RUA CORONEL DE QUEIROZ, 671RUA CORONEL DE QUEIROZ, 750;PLANALTO AYRTON SENNA;60760510;-3.834046175983827;-38.56867673677947
196;293;EMTP;IV;23186909;ESCOLA MUNICIPAL ABDENAGO DA ROCHA LIMA;RUA 114, 75 (CONJUNTO TUPÃ MIRIM);PARQUE DOIS IRMÃOS;60744530;-3.8017092852086645;-38.54431669803825
197;294;EMTP;IV;23256850;ESCOLA MUNICIPAL ANDRE LUIS;AV. PRESIDENTE COSTA E SILVA, 5255;PASSARÉ;60862515;-3.827041077076938;-38.53303670060273
198;297;EMTP;IV;23233702;ESCOLA MUNICIPAL IMACULADA CONCEICAO;RUA 01, 10 (CONJUNTO JARDIM CASTELÃO);PASSARÉ;60862120;-3.8219786475205426;-38.533134277253325
199;299;EMTP;IV;23184558;ESCOLA MUNICIPAL MANUEL LIMA SOARES;RUA 130, 60 (CONJUNTO TUPÃ MIRIM);PARQUE DOIS IRMÃOS;60744640;-3.799122158147834;-38.54625347183833
200;300;EMTP;IV;23546999;ESCOLA MUNICIPAL PAULO SERGIO DE SOUSA LIRA;RUA ITABORAÍ, 264;PASSARÉ;60861830;-3.8124615266891575;-38.51809251559499
201;301;EMTP;IV;23325224;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE MACARIO COELHO;RUA BANABUIÚ, 530;PARQUE DOIS IRMÃOS;60861431;-3.820294910208214;-38.54272108027419
202;303;EMTP;IV;23242710;ESCOLA MUNICIPAL SANTA TEREZINHA;AV. NORTE SUL, 145;PARQUE DOIS IRMÃOS;60744395;-3.798175159867191;-38.54729066051308
203;304;EMTP;IV;23273755;ESCOLA MUNICIPAL NELSON MANDELA;AV. C, 435;PREFEITO JOSÉ WALTER;60750020;-3.8293212327738186;-38.55568116142677
204;305;ANE;IV;_;ESCOLA MUNICIPAL DOM MANOEL DA SILVA GOMES - UND II;AV. AGUANAMBI, 2479;AEROPORTO;60415390;-3.7594507965574633;-38.5231514976017
205;306;ANE;IV;_;ESCOLA MUNICIPAL PROFESSORA VANIA MARIA NEVES FACO BARROS - UND II;RUA 65, 250;PREFEITO JOSÉ WALTER;60750790;-3.8303150741927845;-38.558603786728284
206;310;CEI;IV;_;CEI ODILON GONZAGA BRAVEZA;AV. ALBERTO CRAVEIRO, 1480B;BOA VISTA/CASTELÃO;60861212;-3.7930622970302332;-38.518608346705804
207;311;CEI;IV;_;CEI ODILON GONZAGA BRAVEZA - UND II;RUA MAESTRO NÉO MIRANDA, 220;BOA VISTA/CASTELÃO;60867530;-3.8008888113709585;-38.51801942509267
208;316;CEI;IV;_;CEI ALGODAO DOCE;RUA JOSÉ QUEIROZ PORTO, 25;PARANGABA;60740120;-3.7776952459751802;-38.55946793054865
209;317;CEI;IV;_;CEI ARI DE SA CAVALCANTE;RUA FRANCISCA MARIA DA CONCEIÇÃO, 241;PLANALTO AYRTON SENNA;60760310;-3.841534624548342;-38.56705836816685
210;319;CEI;IV;_;CEI FILGUEIRAS LIMA - UND II;TRAV. NOVA AURORA, 96;JARDIM AMÉRICA;60410470;-3.7508986159970696;-38.53782852589495
211;321;CEI;IV;_;CEI MARCOS VALENTIM PEREIRA DE SOUZA;RUA FREIRE ALEMÃO, 91;SERRINHA;60742110;-3.782104160439157;-38.5426218678066
212;324;CEI;IV;_;CEI MARIA ZELIA CORREIA DE SOUZA;RUA ANTÔNIO PEREIRA, 1495;PLANALTO AYRTON SENNA;60766295;-3.8311788984707804;-38.570767858429576
213;325;CEI;IV;_;CEI PADRE MARCELINO ZANELLA;RUA INGLATERRA, 222;ITAPERI;60714150;-3.7824248210835276;-38.561575102322614
214;327;CEI;IV;_;CEI PEDRO BOCA RICA;RUA D, 235 (LOT. PARQUE MONTENEGRO II);PREFEITO JOSÉ WALTER;60751265;-3.8390756534372663;-38.552007306833296
215;328;CEI;IV;_;CEI PROFESSOR JOSE VALDEVINO DE CARVALHO;AV. GODOFREDO MACIEL, 522;PARANGABA;60710000;-3.7807133994494824;-38.565568212414696
216;331;CEI;IV;_;CEI ROGACIANO LEITE;AV. J, 1488;PREFEITO JOSÉ WALTER;60750090;-3.83814008867419;-38.55814395208517
217;332;CEI;IV;_;CEI TEODORICO BARROSO;RUA HELVÉCIO MONTE, 751;VILA UNIÃO;60420040;-3.766428710611219;-38.53616409840238
218;333;CEI;IV;_;CEI VICENTE FIALHO;RUA IRMÃ BAZET, 193;MONTESE;60420670;-3.7606891767278525;-38.55522676752922
219;338;CEI;IV;_;CEI FRANCISCO ANDRADE TEOFILO GIRAO;RUA DOM ANTÔNIO LUSTOSA, 191;PASSARÉ;60862070;-3.8145367392179237;-38.52345989722914
220;340;CEI;IV;_;CEI MANUEL LIMA SOARES;RUA 130, 60 (CONJUNTO TUPÃ MIRIM);PARQUE DOIS IRMÃOS;60744640;-3.799122158147834;-38.54625347183833
221;347;CRP;IV;_;CRECHE RAINHA DA PAZ;RUA TORRES DE MELO, 689;DIAS MACÊDO;60860370;-3.7901219403740445;-38.5222956782298
222;348;CRP;IV;_;CRECHE RENASCER;AV. ALBERTO CRAVEIRO, 2222;BOA VISTA/CASTELÃO;60861212;-3.7963582172660075;-38.5232784180856
223;349;CRP;IV;_;CRECHE SEMENTE DO AMANHA;RUA CAPITÃO JOÃO FERREIRA, 954;DIAS MACÊDO;60860220;-3.7854557652842757;-38.52784077291515
224;351;CRP;IV;_;CRECHE PARAISO DA CRIANCA;RUA EINSTEIN, 6;VILA PERI;60730145;-3.7855962070475195;-38.57771993953182
225;352;CRP;IV;_;CRECHE VO ESTEFANIA;AV. E, 635;PREFEITO JOSÉ WALTER;60750040;-3.834079617108884;-38.55941028089896
226;355;CRP;IV;_;CRECHE GOTAS DE AMOR;RUA ANTÔNIO BOTELHO, 715;SERRINHA;60741110;-3.783957181363698;-38.54985809242519
227;356;CRP;IV;_;CRECHE NOVO AMANHECER;RUA CHICO MENDES, 110;PASSARÉ;60862330;-3.8139933832416646;-38.5278443507702
228;357;CRP;IV;_;CRECHE ANDRE LUIS;AV. PRESIDENTE COSTA E SILVA, 5255;PASSARÉ;60862515;-3.827041077076938;-38.53303670060273
229;359;CRP;IV;_;CRECHE NOSSO JARDIM;RUA JÚLIO CÉSAR, 1221;JARDIM AMÉRICA;60410505;-3.7535511901927694;-38.54576309094873
230;360;CRP;IV;_;CRECHE PLANETA DE CORES;RUA 48, 231;PREFEITO JOSÉ WALTER;60750620;-3.8310070749067466;-38.554642026319705
231;361;CRP;IV;_;CRECHE PEQUENOS PASSINHOS;RUA PEDRO DANTAS, 335;DIAS MACÊDO;60860150;-3.7864182978331415;-38.52072923089488
232;365;CRP;IV;_;CRECHE VILA DA CRIANÇA;RUA VICENTE PADILHA, 533;VILA UNIÃO;60410680;-3.766098651857749;-38.53761978610753
233;366;CRP;IV;_;CRECHE DOMINGOS SAVIO;RUA HELVÉCIO MONTE, 165;VILA UNIÃO;60420040;-3.768421111828883;-38.53106279294973
234;368;EMTP;V;23272740;ESCOLA MUNICIPAL 15 DE OUTUBRO;RUA GUARANI, 2030;BONSUCESSO;60520494;-3.774728101029561;-38.586397983821115
235;369;EMTP;V;23065311;ESCOLA MUNICIPAL ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA, 655;BONSUCESSO;60545360;-3.784127191590053;-38.58780405415294
236;370;EMTP;V;23272759;ESCOLA MUNICIPAL JOAO PAULO I;RUA LUÍS DE CASTRO, 254;BONSUCESSO;60520485;-3.7766284393518297;-38.57775832096958
237;371;EMTP;V;23244305;ESCOLA MUNICIPAL JOSE ALCIDES PINTO;RUA GUARANI, 2000;BONSUCESSO;60520494;-3.774334393179694;-38.58602721636912
238;372;EMTP;V;23212543;ESCOLA MUNICIPAL PROFESSOR LUIS RECAMONDE CAPELO;RUA MARIA QUINTELA, 706;BONSUCESSO;60520790;-3.7755522680594558;-38.58680655312719
239;373;EMTI;V;23234440;ESCOLA MUNICIPAL DE TEMPO INTEGRAL FRANCISCA FERNANDES MAGALHAES;RUA VITAL BRASIL, 1020;BONSUCESSO;60541705;-3.7799580217675466;-38.58969646844038
240;374;EMTI;V;23262613;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DO SOCORRO ALVES CARNEIRO;AV. LUIZ VIEIRA, 1020;BONSUCESSO;60730230;-3.7881762306815823;-38.58935370364537
241;375;EMTP;V;23078766;ESCOLA MUNICIPAL CASIMIRO MONTENEGRO;AV. BERNARDO MANUEL,11360;MONDUBIM;60761740;-3.818767859539308;-38.55809534167341
242;379;EMTP;V;23234067;ESCOLA MUNICIPAL JONATHAN DA ROCHA ALCOFORADO;RUA MARIA GOMES DE SÁ, 1030;MONDUBIM;60765173;-3.825943817822854;-38.58087154825393
243;382;EMTP;V;23074086;ESCOLA MUNICIPAL MARIETA GUEDES MARTINS;AV. CÔNEGO DE CASTRO, 4701;NOVO MONDUBIM;60764205;-3.8067296664123083;-38.59306118797921
244;386;EMTP;V;23256990;ESCOLA MUNICIPAL ROSA AMARO CAVALCANTE;RUA ALFREDO MAMEDE, 1064;NOVO MONDUBIM;60763425;-3.811041039104959;-38.58455235273405
245;387;EMTP;V;23256656;ESCOLA MUNICIPAL SAGRADO CORACAO;RUA HOLANDA, 477;MARAPONGA;60711005;-3.7940659404689328;-38.5634906031699
246;389;EMTP;V;23263148;ESCOLA MUNICIPAL ALAIDE AUGUSTO DE OLIVEIRA;RUA SETEMBRINA, 525;CONJUNTO ESPERANÇA;60763646;-3.8115583016747046;-38.596439438830764
247;390;EMTP;V;23242469;ESCOLA MUNICIPAL CATARINA LIMA DA SILVA;RUA PEDRO MARTINS, 313;BOM JARDIM;60543305;-3.8001336281258755;-38.60096343556361
248;392;EMTP;V;23271540;ESCOLA MUNICIPAL CRESCER E APRENDER;RUA EDSON MARTINS, 642;BOM JARDIM;60543454;-3.7905603764403653;-38.59776607091492
249;393;EMTP;V;23067543;ESCOLA MUNICIPAL CREUSA DO CARMO ROCHA;RUA DUAS NAÇÕES, 1055;GRANJA PORTUGAL;60545242;-3.7815174309463604;-38.6029436543899
250;394;EMTP;V;23263113;ESCOLA MUNICIPAL DOUTOR SERVULO MENDES BARROSO;RUA JOSÉ MARTINS, 2159;GRANJA LISBOA;60540545;-3.7864430135885714;-38.61052830044161
251;395;EMTP;V;23214899;ESCOLA MUNICIPAL EDUCADOR PAULO FREIRE;RUA CORONEL FABRICIANO, 452;GRANJA PORTUGAL;60540835;-3.786541622688822;-38.59364117301685
252;396;EMTP;V;23256923;ESCOLA MUNICIPAL FLORIVAL ALVES SERAINE;RUA ITATIAIA, 1000;CANINDEZINHO;60731455;-3.8072735793046912;-38.60219437135333
253;397;EMTP;V;23227419;ESCOLA MUNICIPAL FRANCISCA DE ABREU LIMA;RUA HUMBERTO DE ALMEIDA, 535;CANINDEZINHO;60731415;-3.807273601247694;-38.59738700316846
254;398;EMTP;V;23070030;ESCOLA MUNICIPAL FRANCISCO EDMILSON PINHEIRO;AV. H, 2115;GRANJA LISBOA;60533667;-3.7772482828995164;-38.61738946528057
255;400;EMTP;V;23213736;ESCOLA MUNICIPAL HERBERT DE SOUZA;RUA URUCUTUBA, 1599;BOM JARDIM;60543315;-3.7971500953616832;-38.608005741717086
256;401;EMTP;V;23256966;ESCOLA MUNICIPAL IRMA ROCHA;RUA EMÍLIO DE MENEZES, 2515;GRANJA PORTUGAL;60541424;-3.7774393825403303;-38.601224378659914
257;402;EMTP;V;23071850;ESCOLA MUNICIPAL JOAO MENDES DE ANDRADE;RUA B, 1366 (CONJUNTO PALMARES);GRANJA LISBOA;60540258;-3.7890743310668946;-38.62962340011131
258;403;EMTP;V;23072016;ESCOLA MUNICIPAL JOAQUIM ALVES;RUA COSTA DO SOL, 1061;SIQUEIRA;60732180;-3.8176968850857658;-38.617233046999054
259;406;EMTP;V;23256699;ESCOLA MUNICIPAL MANOEL MALVEIRA MAIA;RUA DANDARA KETLEY, 2890;GRANJA LISBOA;60540122;-3.7907974998577356;-38.61952508643536
260;407;EMTP;V;23263121;ESCOLA MUNICIPAL MARIA DOLORES PETROLA DE MELO JORGE;RUA PAULINO ROCHA, 1000;GRANJA LISBOA;60540576;-3.781612888989251;-38.6244456679764
261;408;EMTP;V;23073764;ESCOLA MUNICIPAL MARIA VIVIANE BENEVIDES GOUVEIA;RUA CREUZA ROQUE, 247;MANOEL SÁTIRO;60713330;-3.800995294671315;-38.576850933184886
262;409;EMTP;V;23302615;ESCOLA MUNICIPAL NARCISO PESSOA DE ARAUJO;AV. GENERAL OSÓRIO DE PAIVA, 4841;CANINDEZINHO;60730243;-3.8017501305951233;-38.598713300259355
263;410;EMTP;V;23233877;ESCOLA MUNICIPAL NOELZINDA SATIRO SANTIAGO;RUA DOM XISTO ALBANO, 1298;PARQUE SÃO JOSÉ;60730165;-3.795369403200854;-38.584390811297425
264;414;EMTP;V;23244283;ESCOLA MUNICIPAL PROFESSOR JOSE CIRIO PEREIRA FILHO;RUA QUARTZO ROSA, 100;SIQUEIRA;60732498;-3.8053741351463017;-38.62306897704093
265;415;EMTP;V;23304812;ESCOLA MUNICIPAL PROFESSOR JOSE FERREIRA DE ALENCAR;RUA SÃO FRANCISCO, 557;BOM JARDIM;60545064;-3.798746094434331;-38.60184983142519
266;416;EMTP;V;23235080;ESCOLA MUNICIPAL PROFESSOR JOSE MARIA MOREIRA CAMPOS;RUA FRANCISCO DE ALMEIDA, 525;PARQUE SANTA ROSA;60762845;-3.819093475518163;-38.59168271093292
267;417;EMTP;V;23445645;ESCOLA MUNICIPAL PROFESSORA ANTONIA MARIA DE LIMA;RUA SARGENTO JOÃO PINHEIRO, 2601;GRANJA LISBOA;60540513;-3.7904669571129257;-38.62474481902811
268;418;EMTP;V;23073144;ESCOLA MUNICIPAL PROFESSORA LIREDA FACO;RUA TRÊS CORAÇÕES, 735;GRANJA LISBOA;60540441;-3.7882300388847385;-38.60979098390898
269;419;EMTP;V;23076720;ESCOLA MUNICIPAL RACHEL VIANA MARTINS;RUA TUCUNDUBA, 2703;GRANJA LISBOA;60540121;-3.7930821043371337;-38.625186253736096
270;420;EMTP;V;23256761;ESCOLA MUNICIPAL RAIMUNDO MOREIRA SENA;RUA G, 93;GRANJA LISBOA;60546160;-3.7965342735126453;-38.61358408278806
271;421;EMTP;V;23257342;ESCOLA MUNICIPAL REITOR ANTONIO MARTINS FILHO;RUA TEODORO DE CASTRO, 1175;GRANJA PORTUGAL;60541192;-3.781225492208903;-38.60156298645034
272;422;EMTP;V;23256915;ESCOLA MUNICIPAL SANTA ISABEL;AV. OSCAR ARARIPE, 741;BOM JARDIM;60543452;-3.7833160597420505;-38.625567719222104
273;423;EMTP;V;23272724;ESCOLA MUNICIPAL SANTOS DUMONT;RUA GERALDO BARBOSA, 240;BOM JARDIM;60543335;-3.7940828654864256;-38.5944366769885
274;424;EMTP;V;23077468;ESCOLA MUNICIPAL SEBASTIAO DE ABREU;RUA GERALDO BARBOSA, 1065;BOM JARDIM;60543332;-3.792350899592393;-38.601863207171725
275;425;EMTP;V;23257652;ESCOLA MUNICIPAL TOMAZ MUNIZ;RUA DOUTORA VANDA CIDADE, 185;SIQUEIRA;60736050;-3.8044345563577173;-38.60575332182899
276;426;EMTP;V;23256907;ESCOLA MUNICIPAL ULYSSES GUIMARAES;RUA TENENTE FRANCISCO PAIVA, 1350;GRANJA LISBOA;60540478;-3.7937929309227463;-38.61558871881816
277;427;EMTP;V;23206152;ESCOLA MUNICIPAL MARILENE LOPES RABELO;RUA JACARANDÁ, 460;PARQUE PRESIDENTE VARGAS;60765551;-3.8306229673688668;-38.5982524573302
278;428;EMTI;V;23065265;ESCOLA MUNICIPAL DE TEMPO INTEGRAL DOM ANTONIO DE ALMEIDA LUSTOSA;RUA GERALDO BARBOSA, 3901;GRANJA LISBOA;60540344;-3.78474410081151;-38.626648914857874
279;429;EMTI;V;23259558;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA MARIA JOSE FERREIRA GOMES;RUA CÔNEGO DE CASTRO, 8617;PARQUE PRESIDENTE VARGAS;60765623;-3.8208778595668638;-38.60326069043406
280;430;EMTI;V;23264799;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ALEXANDRE RODRIGUES DE ALBUQUERQUE;RUA ALVES BEZERRA, 743;SIQUEIRA;60736130;-3.8053608886889396;-38.61200531838639
281;432;EMTI;V;23277408;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR AGERSON TABOSA FILHO;RUA WILCA ALBUQUERQUE, 90;SIQUEIRA;60732545;-3.814306694441616;-38.61495107427047
282;434;ANE;V;_;ESCOLA MUNICIPAL ROSA AMARO CAVALCANTE  - UND II;RUA 01, 1169 (PARQUE SANTANA I);MONDUBIM;60767725;-3.814355246384469;-38.57853453626003
283;435;ANE;V;_;ESCOLA MUNICIPAL PROFESSORA LIREDA FACO - UND II;RUA JOÃO XXIII, 1454;GRANJA PORTUGAL;60540664;-3.7864956363516225;-38.60389972280153
284;436;ANE;V;_;ESCOLA MUNICIPAL IRMA ROCHA - UND II;RUA OLIVEIRA SOBRINHO, 2037;GRANJA PORTUGAL;60540732;-3.7793065483690365;-38.59949888027178
285;437;ANE;V;_;ESCOLA MUNICIPAL CRESCER E APRENDER- UND II;RUA MIRTES CORDEIRO, 700;GRANJA PORTUGAL;60543464;-3.789139830193353;-38.59788659808892
286;438;ANE;V;_;ESCOLA MUNICIPAL MARILENE LOPES RABELO - UND II;RUA MARTINS DE LIMA, 391;PARQUE PRESIDENTE VARGAS;60765725;-3.8306229673688668;-38.5982524573302
287;439;ANE;V;_;ESCOLA MUNICIPAL HENRIQUETA GALENO - UND II;RUA DOM XISTO ALBANO, 1852;PARQUE SÃO JOSÉ;60730225;-3.7990034189159103;-38.5877050556306
288;441;CEI;V;_;CEI ANTONIO DIOGO DE SIQUEIRA;RUA MANUEL ANTÔNIO LEITE, 703;BONSUCESSO;60545300;-3.776447597193104;-38.594416151962776
289;442;CEI;V;_;CEI 15 DE OUTUBRO;RUA MENINO JESUS DE PRAGA, 192;BONSUCESSO;60520600;-3.77392745210421;-38.584282153495344
290;449;CEI;V;_;CEI MARIA HERCILIA EVANGELISTA MARTINS;RUA 03, 300 (LOTEAMENTO PARQUE SANTANA I);MONDUBIM;60767630;-3.8133585615769316;-38.58053694503259
